2018-12-23__11:18:13 TTY PID TIME% CMD%
2018-12-23__11:18:48 /2 24701 00:00:00% a.out%
2018-12-23__11:18:48 /3 7721 00:00:03% a.out%
2018-12-23__11:18:48 /6 28266 00:00:00% a.out%
2018-12-23__11:18:48 /7 19703 00:00:00% client%
2018-12-23__11:18:48 TTY PID TIME% CMD%
2018-12-23__11:19:23 /2 24701 00:00:00% a.out%
2018-12-23__11:19:23 /3 7721 00:00:03% a.out%
2018-12-23__11:19:23 /6 28266 00:00:00% a.out%
2018-12-23__11:19:23 /7 19703 00:00:00% client%
2018-12-23__11:19:23 TTY PID TIME% CMD%
2018-12-23__11:19:59 /2 24701 00:00:00% a.out%
2018-12-23__11:19:59 /3 3064 00:00:00% bash%
2018-12-23__11:19:59 /7 3595 00:00:00% bash%
2018-12-23__11:19:59 TTY PID TIME% CMD%
2018-12-23__11:20:37 /2 24701 00:00:00% a.out%
2018-12-23__11:20:37 /3 7118 00:00:00% bash%
2018-12-23__11:20:37 /7 19705 00:00:00% client%
2018-12-23__11:20:37 TTY PID TIME% CMD%
2018-12-23__11:21:12 /2 24701 00:00:00% a.out%
2018-12-23__11:21:12 /3 7721 00:00:03% a.out%
2018-12-23__11:21:12 /7 19705 00:00:00% client%
2018-12-23__11:21:12 TTY PID TIME% CMD%
2018-12-23__11:21:48 /2 24701 00:00:00% a.out%
2018-12-23__11:21:48 /3 14238 00:00:00% bash%
2018-12-23__11:21:48 /7 19705 00:00:00% client%
2018-12-23__11:21:48 TTY PID TIME% CMD%
2018-12-23__11:22:23 /2 24701 00:00:00% a.out%
2018-12-23__11:22:23 /3 7721 00:00:03% a.out%
2018-12-23__11:22:23 /7 19705 00:00:00% client%
2018-12-23__11:22:23 TTY PID TIME% CMD%
2018-12-23__11:22:58 /2 24701 00:00:00% a.out%
2018-12-23__11:22:58 /3 7721 00:00:03% a.out%
2018-12-23__11:22:58 /7 19705 00:00:00% client%
2018-12-23__11:22:58 TTY PID TIME% CMD%
2018-12-23__11:23:34 /2 24701 00:00:00% a.out%
2018-12-23__11:23:34 /3 24825 00:00:00% bash%
2018-12-23__11:23:34 /7 19705 00:00:00% client%
2018-12-23__11:23:34 TTY PID TIME% CMD%
